Transaction_ID,Product_ID,Price,Quantity
101,PROD_B,24.09,470
102,PROD_C,102.73,54
103,PROD_C,60.87,107
104,PROD_B,86.11,77
105,PROD_B,137.98,33
106,PROD_A,52.41,116
107,PROD_B,73.35,98
108,PROD_C,118.22,43
109,PROD_C,49.74,133
110,PROD_B,30.01,283
111,PROD_C,57.67,119
112,PROD_A,40.96,204
113,PROD_C,140.86,31
114,PROD_A,125.06,37
115,PROD_C,102.34,62
116,PROD_A,133.29,38
117,PROD_A,124.48,37
118,PROD_B,44.25,196
119,PROD_A,136.03,27
120,PROD_B,90.11,62
121,PROD_C,124.97,47
122,PROD_C,136.49,30
123,PROD_C,61.34,92
124,PROD_A,34.31,226
125,PROD_C,49.63,121
126,PROD_C,75.52,68
127,PROD_B,126.34,33
128,PROD_B,131.89,27
129,PROD_C,20.9,524
130,PROD_C,86.4,71
131,PROD_A,74.26,68
132,PROD_A,48.87,184
133,PROD_C,35.58,254
134,PROD_B,63.89,114
135,PROD_C,142.58,27
136,PROD_A,62.02,116
137,PROD_B,87.44,52
138,PROD_B,111.39,49
139,PROD_A,67.27,93
140,PROD_C,146.33,31
141,PROD_C,145.12,24
142,PROD_C,52.73,114
143,PROD_A,84.64,70
144,PROD_B,59.11,95
145,PROD_A,57.03,124
146,PROD_C,24.8,330
147,PROD_A,99.24,57
148,PROD_B,85.35,53
149,PROD_A,26.69,394
150,PROD_C,56.22,130
151,PROD_B,138.07,28
152,PROD_A,51.14,149
153,PROD_A,38.84,215
154,PROD_B,83.63,60
155,PROD_B,148.13,24
156,PROD_C,51.47,101
157,PROD_B,107.38,47
158,PROD_C,119.01,30
159,PROD_A,50.89,140
160,PROD_C,114.67,39
161,PROD_A,67.81,99
162,PROD_B,102.2,46
163,PROD_A,102.36,46
164,PROD_B,89.65,66
165,PROD_A,31.74,294
166,PROD_A,128.59,36
167,PROD_A,61.7,111
168,PROD_A,44.25,135
169,PROD_C,25.3,440
170,PROD_A,96.82,58
171,PROD_C,108.08,38
172,PROD_B,22.16,462
173,PROD_B,86.57,62
174,PROD_C,49.44,141
175,PROD_B,103.87,50
176,PROD_B,42.67,222
177,PROD_A,109.82,51
178,PROD_A,70.28,70
179,PROD_A,141.77,33
180,PROD_C,37.88,262
181,PROD_C,64.34,103
182,PROD_B,34.75,287
183,PROD_A,140.21,41
184,PROD_C,134.05,38
185,PROD_C,53.53,133
186,PROD_A,105.8,54
187,PROD_C,126.24,36
188,PROD_A,92.18,57
189,PROD_B,88.85,57
190,PROD_B,51.44,171
191,PROD_B,32.1,243
192,PROD_A,136.64,39
193,PROD_C,137.05,34
194,PROD_B,102.3,39
195,PROD_B,64.07,103
196,PROD_B,65.4,69
197,PROD_C,114.37,45
198,PROD_C,136.62,36
199,PROD_A,135.32,29
200,PROD_B,121.38,38
201,PROD_C,103.46,64
202,PROD_A,30.94,269
203,PROD_B,41.01,162
204,PROD_C,136.81,39
205,PROD_C,98.84,68
206,PROD_A,21.2,513
207,PROD_B,33.19,304
208,PROD_B,106.26,56
209,PROD_C,20.66,476
210,PROD_B,40.91,178
211,PROD_A,91.34,69
212,PROD_C,109.95,56
213,PROD_C,104.75,51
214,PROD_A,49.16,127
215,PROD_C,112.58,56
216,PROD_B,50.84,127
217,PROD_B,62.3,97
218,PROD_C,117.04,42
219,PROD_A,104.45,59
220,PROD_A,130.4,38
221,PROD_B,105.49,49
222,PROD_A,93.88,59
223,PROD_C,32.18,276
224,PROD_C,67.8,97
225,PROD_B,54.48,85
226,PROD_B,51.72,129
227,PROD_B,146.49,29
228,PROD_A,71.1,70
229,PROD_C,135.97,33
230,PROD_C,102.05,47
231,PROD_C,123.33,48
232,PROD_B,85.34,80
233,PROD_C,95.0,50
234,PROD_A,84.03,63
235,PROD_A,45.38,162
236,PROD_C,113.92,38
237,PROD_B,56.5,121
238,PROD_C,23.16,400
239,PROD_A,103.91,40
240,PROD_A,43.02,195
241,PROD_A,142.26,32
242,PROD_C,144.01,26
243,PROD_A,138.93,35
244,PROD_B,68.12,81
245,PROD_C,22.01,503
246,PROD_C,140.68,34
247,PROD_A,75.66,76
248,PROD_A,145.67,30
249,PROD_B,145.27,26
250,PROD_C,130.89,32
251,PROD_A,58.28,109
252,PROD_B,70.06,76
253,PROD_A,130.65,33
254,PROD_C,61.2,83
255,PROD_A,42.03,170
256,PROD_C,92.38,54
257,PROD_A,141.7,29
258,PROD_C,110.48,42
259,PROD_B,94.11,54
260,PROD_C,32.63,288
261,PROD_B,99.95,57
262,PROD_C,148.71,25
263,PROD_B,38.21,177
264,PROD_A,87.38,52
265,PROD_C,134.06,30
266,PROD_A,116.3,38
267,PROD_B,110.61,38
268,PROD_C,111.32,35
269,PROD_C,66.73,86
270,PROD_A,58.17,116
271,PROD_C,125.22,39
272,PROD_C,125.31,33
273,PROD_A,132.72,31
274,PROD_C,138.72,27
275,PROD_A,86.47,62
276,PROD_A,85.2,56
277,PROD_A,123.78,40
278,PROD_A,104.5,36
279,PROD_A,111.26,40
280,PROD_B,123.45,38
281,PROD_B,135.7,33
282,PROD_A,63.94,146
283,PROD_B,68.83,92
284,PROD_B,32.22,235
285,PROD_C,95.18,53
286,PROD_A,24.67,313
287,PROD_B,80.53,68
288,PROD_C,90.54,51
289,PROD_C,57.25,132
290,PROD_A,96.81,48
291,PROD_A,23.97,419
292,PROD_C,24.86,367
293,PROD_A,126.94,45
294,PROD_A,66.82,87
295,PROD_C,36.52,298
296,PROD_C,87.89,69
297,PROD_A,120.1,41
298,PROD_B,48.06,159
299,PROD_A,100.98,52
300,PROD_B,31.1,216
301,PROD_C,26.72,347
302,PROD_B,89.08,68
303,PROD_C,90.28,58
304,PROD_A,102.87,39
305,PROD_A,114.39,41
306,PROD_C,146.86,36
307,PROD_C,87.12,74
308,PROD_C,61.98,102
309,PROD_A,123.37,42
310,PROD_A,55.21,115
311,PROD_B,77.07,57
312,PROD_C,30.2,262
313,PROD_B,23.3,562
314,PROD_A,145.14,27
315,PROD_B,128.68,33
316,PROD_B,110.48,41
317,PROD_A,73.16,106
318,PROD_A,42.53,230
319,PROD_C,40.34,272
320,PROD_B,52.53,128
321,PROD_A,91.4,60
322,PROD_A,112.9,33
323,PROD_B,105.83,57
324,PROD_A,56.39,99
325,PROD_C,144.13,30
326,PROD_C,115.93,34
327,PROD_B,92.07,52
328,PROD_C,99.52,44
329,PROD_A,74.55,71
330,PROD_A,52.21,122
331,PROD_A,66.28,85
332,PROD_A,118.52,44
333,PROD_B,21.87,414
334,PROD_C,35.09,249
335,PROD_C,25.98,453
336,PROD_A,25.29,364
337,PROD_B,131.21,30
338,PROD_A,111.48,41
339,PROD_A,81.64,81
340,PROD_B,32.72,275
341,PROD_B,83.91,60
342,PROD_A,81.55,73
343,PROD_C,42.52,153
344,PROD_A,76.4,83
345,PROD_C,71.81,87
346,PROD_C,100.06,48
347,PROD_B,102.56,42
348,PROD_B,25.89,332
349,PROD_A,68.7,95
350,PROD_C,101.36,59
351,PROD_C,85.41,58
352,PROD_A,131.34,36
353,PROD_A,105.63,34
354,PROD_A,41.18,173
355,PROD_B,29.17,316
356,PROD_A,103.51,41
357,PROD_A,23.45,383
358,PROD_C,96.15,48
359,PROD_A,142.23,31
360,PROD_C,94.81,53
361,PROD_C,70.46,60
362,PROD_B,103.63,34
363,PROD_A,79.57,64
364,PROD_A,90.93,62
365,PROD_C,142.39,19
366,PROD_B,70.19,79
367,PROD_B,144.95,26
368,PROD_A,137.7,38
369,PROD_C,45.45,154
370,PROD_A,29.02,339
371,PROD_A,33.1,268
372,PROD_A,22.37,343
373,PROD_A,32.28,306
374,PROD_C,108.79,46
375,PROD_B,29.25,341
376,PROD_A,61.47,187
377,PROD_A,129.83,25
378,PROD_A,23.03,586
379,PROD_A,125.88,34
380,PROD_B,56.64,122
381,PROD_B,35.36,236
382,PROD_B,110.58,40
383,PROD_B,101.76,45
384,PROD_A,134.07,34
385,PROD_C,115.56,32
386,PROD_B,124.45,40
387,PROD_B,56.66,110
388,PROD_A,43.07,149
389,PROD_A,117.58,37
390,PROD_A,124.89,43
391,PROD_A,148.77,25
392,PROD_C,73.64,83
393,PROD_C,68.36,79
394,PROD_B,120.93,42
395,PROD_C,64.3,107
396,PROD_B,141.0,39
397,PROD_B,131.59,32
398,PROD_C,75.77,84
399,PROD_B,117.61,40
400,PROD_A,118.09,47
401,PROD_B,33.41,232
402,PROD_A,137.33,35
403,PROD_C,85.68,61
404,PROD_C,127.44,34
405,PROD_B,61.61,105
406,PROD_A,136.42,33
407,PROD_B,70.6,83
408,PROD_C,21.41,521
409,PROD_B,137.7,39
410,PROD_B,31.87,322
411,PROD_A,61.51,118
412,PROD_C,143.51,27
413,PROD_B,143.58,25
414,PROD_A,94.55,63
415,PROD_B,102.14,55
416,PROD_A,78.3,90
417,PROD_A,58.12,103
418,PROD_B,62.73,97
419,PROD_C,107.43,35
420,PROD_C,117.81,37
421,PROD_A,122.91,43
422,PROD_C,122.65,34
423,PROD_A,31.86,306
424,PROD_C,84.27,63
425,PROD_B,27.48,364
426,PROD_C,91.44,48
427,PROD_A,77.4,74
428,PROD_A,135.4,20
429,PROD_C,65.62,91
430,PROD_B,35.22,187
431,PROD_A,38.59,250
432,PROD_A,119.0,43
433,PROD_A,100.37,53
434,PROD_A,33.15,329
435,PROD_A,30.93,252
436,PROD_B,111.13,55
437,PROD_C,29.46,360
438,PROD_B,126.84,34
439,PROD_B,111.81,50
440,PROD_A,30.58,251
441,PROD_B,31.03,256
442,PROD_A,148.26,25
443,PROD_B,68.66,81
444,PROD_A,68.18,76
445,PROD_A,125.66,43
446,PROD_B,143.14,28
447,PROD_B,148.18,29
448,PROD_C,117.94,36
449,PROD_C,68.91,67
450,PROD_C,30.86,304
451,PROD_B,121.03,28
452,PROD_B,92.59,56
453,PROD_A,75.15,63
454,PROD_C,137.83,42
455,PROD_A,34.46,283
456,PROD_A,84.04,66
457,PROD_A,21.48,607
458,PROD_A,80.93,60
459,PROD_C,27.32,380
460,PROD_A,35.45,244
461,PROD_B,35.28,248
462,PROD_B,104.4,57
463,PROD_B,116.99,44
464,PROD_C,95.84,56
465,PROD_A,145.08,22
466,PROD_C,68.73,76
467,PROD_A,57.14,114
468,PROD_C,132.92,33
469,PROD_C,49.07,123
470,PROD_A,145.22,41
471,PROD_C,21.58,626
472,PROD_A,146.08,31
473,PROD_B,25.61,390
474,PROD_B,135.85,31
475,PROD_B,88.6,52
476,PROD_C,149.09,28
477,PROD_B,29.59,323
478,PROD_A,92.0,47
479,PROD_B,146.01,30
480,PROD_B,88.0,59
481,PROD_C,101.82,37
482,PROD_A,110.45,38
483,PROD_C,79.09,67
484,PROD_C,101.58,65
485,PROD_A,95.96,58
486,PROD_C,137.15,25
487,PROD_A,25.91,408
488,PROD_B,56.53,93
489,PROD_A,143.55,34
490,PROD_A,135.73,29
491,PROD_A,79.24,70
492,PROD_C,100.62,60
493,PROD_A,56.06,98
494,PROD_A,44.46,137
495,PROD_A,80.28,64
496,PROD_B,65.94,109
497,PROD_A,95.88,42
498,PROD_C,30.11,198
499,PROD_A,146.67,26
500,PROD_A,148.21,30
501,PROD_B,110.76,51
502,PROD_A,89.69,55
503,PROD_C,60.24,101
504,PROD_A,125.79,42
505,PROD_C,109.02,33
506,PROD_B,41.14,179
507,PROD_A,138.42,32
508,PROD_B,126.93,37
509,PROD_A,143.47,27
510,PROD_C,114.34,41
511,PROD_B,99.74,35
512,PROD_A,74.37,71
513,PROD_C,141.25,32
514,PROD_B,132.59,28
515,PROD_A,25.88,383
516,PROD_B,23.43,472
517,PROD_A,68.94,83
518,PROD_C,125.37,37
519,PROD_C,148.35,24
520,PROD_B,39.55,195
521,PROD_B,97.24,57
522,PROD_A,69.52,88
523,PROD_C,146.09,26
524,PROD_A,129.48,35
525,PROD_C,128.98,38
526,PROD_B,80.93,50
527,PROD_A,73.93,94
528,PROD_A,55.54,115
529,PROD_C,27.33,373
530,PROD_C,132.41,39
531,PROD_C,125.68,29
532,PROD_B,149.96,24
533,PROD_A,149.56,26
534,PROD_C,92.21,50
535,PROD_B,119.97,49
536,PROD_C,142.82,26
537,PROD_A,130.45,31
538,PROD_C,52.16,137
539,PROD_A,78.57,60
540,PROD_B,36.79,211
541,PROD_B,144.03,30
542,PROD_C,98.8,48
543,PROD_A,49.72,141
544,PROD_A,107.32,42
545,PROD_A,100.36,40
546,PROD_C,66.56,97
547,PROD_A,34.76,317
548,PROD_A,107.3,45
549,PROD_A,87.64,63
550,PROD_A,120.4,42
551,PROD_C,87.62,50
552,PROD_C,130.78,43
553,PROD_A,91.75,59
554,PROD_A,92.92,71
555,PROD_B,133.96,29
556,PROD_B,72.45,106
557,PROD_A,37.42,245
558,PROD_A,23.74,470
559,PROD_B,118.17,40
560,PROD_B,100.64,48
561,PROD_A,111.53,51
562,PROD_C,47.69,155
563,PROD_C,37.73,161
564,PROD_A,21.89,413
565,PROD_A,65.58,92
566,PROD_B,96.69,55
567,PROD_B,70.99,83
568,PROD_C,76.87,89
569,PROD_A,137.54,23
570,PROD_B,65.27,97
571,PROD_C,86.82,47
572,PROD_C,121.87,42
573,PROD_C,71.55,81
574,PROD_B,100.87,53
575,PROD_B,132.11,29
576,PROD_A,143.44,35
577,PROD_A,39.12,239
578,PROD_C,140.46,33
579,PROD_C,83.98,64
580,PROD_B,53.57,139
581,PROD_B,79.69,63
582,PROD_A,147.4,32
583,PROD_A,84.04,83
584,PROD_A,62.74,118
585,PROD_B,102.34,43
586,PROD_C,51.22,144
587,PROD_A,29.86,252
588,PROD_A,36.75,245
589,PROD_B,36.65,241
590,PROD_A,39.75,151
591,PROD_C,38.05,179
592,PROD_B,103.31,46
593,PROD_A,43.64,166
594,PROD_A,64.94,80
595,PROD_B,136.58,33
596,PROD_B,81.62,70
597,PROD_A,106.78,44
598,PROD_C,42.4,162
599,PROD_B,45.0,194
600,PROD_C,25.31,503
601,PROD_A,41.96,171
602,PROD_C,56.22,108
603,PROD_A,43.01,191
604,PROD_A,31.53,268
605,PROD_A,35.68,230
606,PROD_A,79.9,78
607,PROD_C,46.82,117
608,PROD_A,67.36,110
609,PROD_A,85.44,64
610,PROD_C,109.75,41
611,PROD_B,25.11,392
612,PROD_C,123.92,36
613,PROD_C,101.63,38
614,PROD_C,30.63,369
615,PROD_A,133.57,33
616,PROD_A,139.71,32
617,PROD_A,27.94,390
618,PROD_B,55.99,102
619,PROD_A,124.81,38
620,PROD_B,117.27,38
621,PROD_A,43.99,195
622,PROD_C,47.22,112
623,PROD_A,68.16,88
624,PROD_B,82.99,60
625,PROD_B,100.37,53
626,PROD_A,67.96,96
627,PROD_C,80.13,63
628,PROD_A,117.17,35
629,PROD_A,24.77,399
630,PROD_A,52.82,114
631,PROD_C,112.74,47
632,PROD_B,136.38,30
633,PROD_C,86.52,40
634,PROD_B,89.17,56
635,PROD_B,33.93,216
636,PROD_B,78.16,57
637,PROD_C,89.24,49
638,PROD_A,51.52,137
639,PROD_A,55.0,150
640,PROD_A,69.05,91
641,PROD_A,22.61,425
642,PROD_A,61.87,110
643,PROD_C,47.49,143
644,PROD_C,62.57,91
645,PROD_C,35.57,198
646,PROD_C,135.77,24
647,PROD_C,97.17,49
648,PROD_C,108.28,45
649,PROD_C,122.59,36
650,PROD_A,84.8,60
651,PROD_B,31.3,248
652,PROD_C,89.82,64
653,PROD_B,96.29,43
654,PROD_C,116.91,44
655,PROD_C,76.12,65
656,PROD_A,36.59,202
657,PROD_B,56.89,94
658,PROD_A,67.2,84
659,PROD_A,103.97,55
660,PROD_B,94.2,59
661,PROD_A,66.29,107
662,PROD_C,148.25,30
663,PROD_C,98.75,43
664,PROD_C,50.84,131
665,PROD_C,33.23,232
666,PROD_C,39.87,242
667,PROD_A,51.97,112
668,PROD_A,40.89,219
669,PROD_C,44.25,194
670,PROD_C,57.06,153
671,PROD_A,42.54,169
672,PROD_B,136.58,35
673,PROD_A,30.43,419
674,PROD_A,88.19,55
675,PROD_A,73.35,63
676,PROD_A,147.71,21
677,PROD_A,34.57,274
678,PROD_B,71.72,62
679,PROD_C,146.03,27
680,PROD_C,132.52,35
681,PROD_B,126.22,36
682,PROD_C,53.53,136
683,PROD_C,42.22,188
684,PROD_C,106.92,55
685,PROD_B,140.82,26
686,PROD_B,92.38,51
687,PROD_C,94.31,49
688,PROD_C,56.4,134
689,PROD_C,120.03,44
690,PROD_A,44.32,181
691,PROD_A,62.08,122
692,PROD_A,75.31,64
693,PROD_B,85.99,81
694,PROD_C,51.51,170
695,PROD_B,34.93,270
696,PROD_B,99.38,66
697,PROD_B,57.52,89
698,PROD_C,95.56,49
699,PROD_A,40.07,177
700,PROD_C,82.55,74
701,PROD_C,89.24,51
702,PROD_B,26.74,405
703,PROD_B,63.76,121
704,PROD_B,37.47,242
705,PROD_A,28.24,348
706,PROD_A,148.69,24
707,PROD_A,61.91,90
708,PROD_C,125.28,43
709,PROD_B,53.1,145
710,PROD_C,108.6,44
711,PROD_A,118.83,36
712,PROD_B,97.43,38
713,PROD_A,81.3,58
714,PROD_B,73.54,106
715,PROD_B,65.35,78
716,PROD_C,140.84,31
717,PROD_C,127.98,40
718,PROD_A,145.45,24
719,PROD_C,36.16,236
720,PROD_C,115.01,47
721,PROD_C,141.98,30
722,PROD_B,43.56,267
723,PROD_C,28.64,254
724,PROD_A,116.35,47
725,PROD_B,94.68,53
726,PROD_B,129.44,38
727,PROD_C,38.17,227
728,PROD_B,123.38,33
729,PROD_A,46.21,165
730,PROD_A,41.28,143
731,PROD_B,41.35,206
732,PROD_C,125.89,37
733,PROD_C,106.48,50
734,PROD_B,88.0,71
735,PROD_A,66.65,97
736,PROD_B,134.04,33
737,PROD_C,71.02,73
738,PROD_C,126.16,32
739,PROD_B,77.09,88
740,PROD_A,69.0,108
741,PROD_B,80.15,67
742,PROD_A,59.18,111
743,PROD_A,117.19,34
744,PROD_B,85.35,76
745,PROD_B,50.19,155
746,PROD_A,136.94,42
747,PROD_A,69.91,75
748,PROD_A,90.66,55
749,PROD_A,137.84,32
750,PROD_C,101.15,54
751,PROD_B,35.2,232
752,PROD_A,142.18,26
753,PROD_B,101.6,56
754,PROD_A,63.54,110
755,PROD_B,38.11,185
756,PROD_B,123.22,45
757,PROD_A,100.61,59
758,PROD_A,89.35,60
759,PROD_B,136.21,32
760,PROD_B,122.52,40
761,PROD_B,39.72,176
762,PROD_C,60.52,107
763,PROD_A,52.3,96
764,PROD_C,116.71,45
765,PROD_C,24.36,329
766,PROD_A,94.09,69
767,PROD_A,119.12,37
768,PROD_C,133.98,31
769,PROD_A,64.47,88
770,PROD_B,126.76,34
771,PROD_B,34.38,307
772,PROD_C,130.04,23
773,PROD_C,36.57,274
774,PROD_A,71.65,87
775,PROD_A,123.65,30
776,PROD_C,39.49,171
777,PROD_C,49.8,183
778,PROD_B,113.89,36
779,PROD_B,113.6,35
780,PROD_A,103.35,56
781,PROD_B,110.21,45
782,PROD_A,90.55,50
783,PROD_A,52.73,135
784,PROD_A,64.94,82
785,PROD_B,43.61,205
786,PROD_C,138.1,36
787,PROD_C,95.84,58
788,PROD_B,72.11,86
789,PROD_C,80.06,91
790,PROD_A,143.15,29
791,PROD_C,39.94,166
792,PROD_B,96.21,57
793,PROD_C,85.77,86
794,PROD_A,99.49,43
795,PROD_A,22.35,448
796,PROD_B,133.38,35
797,PROD_B,141.18,30
798,PROD_B,93.47,48
799,PROD_A,110.56,51
800,PROD_C,139.92,43
801,PROD_C,111.94,43
802,PROD_B,39.83,174
803,PROD_C,94.92,43
804,PROD_C,98.87,53
805,PROD_B,75.14,91
806,PROD_B,115.74,43
807,PROD_A,141.47,30
808,PROD_A,140.32,28
809,PROD_A,78.61,61
810,PROD_A,34.72,277
811,PROD_C,148.03,32
812,PROD_C,129.06,27
813,PROD_A,36.21,291
814,PROD_A,139.71,33
815,PROD_B,133.09,40
816,PROD_C,87.45,50
817,PROD_C,96.87,43
818,PROD_A,71.87,80
819,PROD_C,27.12,382
820,PROD_B,63.58,129
821,PROD_B,124.37,40
822,PROD_C,20.6,516
823,PROD_A,63.35,85
824,PROD_C,71.76,99
825,PROD_B,89.86,51
826,PROD_A,139.58,39
827,PROD_C,65.02,91
828,PROD_A,65.1,121
829,PROD_A,115.88,44
830,PROD_B,78.79,70
831,PROD_A,49.2,134
832,PROD_C,78.82,68
833,PROD_A,38.31,225
834,PROD_A,42.93,180
835,PROD_C,84.79,59
836,PROD_B,74.46,76
837,PROD_B,138.93,31
838,PROD_C,67.11,66
839,PROD_C,95.48,57
840,PROD_B,102.19,42
841,PROD_A,21.7,416
842,PROD_C,106.26,35
843,PROD_A,43.14,135
844,PROD_C,144.94,23
845,PROD_B,39.33,182
846,PROD_A,73.9,105
847,PROD_A,31.1,266
848,PROD_C,149.59,28
849,PROD_A,85.29,67
850,PROD_C,97.4,53
851,PROD_B,28.72,321
852,PROD_A,117.49,33
853,PROD_C,47.29,191
854,PROD_A,136.75,41
855,PROD_C,46.67,122
856,PROD_C,44.79,143
857,PROD_C,24.75,389
858,PROD_B,81.37,59
859,PROD_A,93.43,60
860,PROD_B,28.54,294
861,PROD_C,120.82,52
862,PROD_C,78.93,85
863,PROD_B,88.17,62
864,PROD_B,77.3,86
865,PROD_A,72.1,96
866,PROD_C,92.75,51
867,PROD_B,40.18,174
868,PROD_C,43.65,175
869,PROD_C,132.03,38
870,PROD_A,143.0,30
871,PROD_A,68.53,70
872,PROD_A,55.2,108
873,PROD_B,103.72,47
874,PROD_C,73.14,79
875,PROD_B,23.3,598
876,PROD_B,40.3,159
877,PROD_A,113.08,45
878,PROD_C,105.66,58
879,PROD_C,23.52,616
880,PROD_A,48.86,138
881,PROD_C,50.04,152
882,PROD_A,107.35,49
883,PROD_B,22.56,480
884,PROD_B,33.53,254
885,PROD_A,123.99,39
886,PROD_B,43.21,120
887,PROD_B,104.86,52
888,PROD_A,50.96,140
889,PROD_B,32.93,256
890,PROD_C,51.61,183
891,PROD_B,113.89,37
892,PROD_A,131.24,31
893,PROD_C,127.93,47
894,PROD_C,71.63,73
895,PROD_B,106.85,42
896,PROD_C,46.65,154
897,PROD_A,58.11,128
898,PROD_C,136.52,32
899,PROD_B,21.69,408
900,PROD_B,31.12,266
901,PROD_C,47.03,142
902,PROD_A,23.45,435
903,PROD_A,43.59,185
904,PROD_B,95.8,57
905,PROD_B,74.79,59
906,PROD_A,136.05,37
907,PROD_C,126.27,37
908,PROD_C,64.44,119
909,PROD_C,53.73,136
910,PROD_C,69.36,102
911,PROD_A,96.74,56
912,PROD_B,54.85,151
913,PROD_B,101.14,53
914,PROD_C,73.22,79
915,PROD_A,91.77,80
916,PROD_A,76.7,85
917,PROD_C,58.28,122
918,PROD_C,143.3,24
919,PROD_C,119.27,32
920,PROD_B,38.21,221
921,PROD_C,132.9,33
922,PROD_B,83.37,60
923,PROD_A,136.29,32
924,PROD_A,123.98,46
925,PROD_B,75.28,85
926,PROD_B,22.92,384
927,PROD_B,54.93,121
928,PROD_B,90.41,52
929,PROD_C,102.35,46
930,PROD_A,53.53,120
931,PROD_C,38.12,198
932,PROD_B,128.54,28
933,PROD_C,147.97,27
934,PROD_C,88.34,55
935,PROD_A,42.32,117
936,PROD_C,55.4,165
937,PROD_A,22.39,556
938,PROD_B,138.86,29
939,PROD_C,35.31,239
940,PROD_B,94.95,45
941,PROD_A,55.63,155
942,PROD_B,92.04,75
943,PROD_B,104.68,48
944,PROD_A,127.87,40
945,PROD_B,46.83,160
946,PROD_B,21.43,412
947,PROD_B,37.8,202
948,PROD_C,137.0,32
949,PROD_B,133.61,30
950,PROD_A,97.66,50
951,PROD_C,98.07,51
952,PROD_C,106.45,45
953,PROD_A,42.8,180
954,PROD_B,138.87,26
955,PROD_C,74.44,70
956,PROD_C,69.81,71
957,PROD_C,87.46,71
958,PROD_B,26.11,273
959,PROD_C,41.62,221
960,PROD_A,115.94,49
961,PROD_B,30.76,280
962,PROD_A,98.41,35
963,PROD_A,51.9,127
964,PROD_C,70.61,83
965,PROD_C,57.53,98
966,PROD_C,66.24,86
967,PROD_A,113.48,52
968,PROD_B,58.63,123
969,PROD_C,93.63,48
970,PROD_C,81.89,53
971,PROD_A,106.28,43
972,PROD_B,141.79,29
973,PROD_A,115.23,44
974,PROD_C,47.94,139
975,PROD_A,24.05,458
976,PROD_C,54.09,168
977,PROD_B,97.36,59
978,PROD_A,26.69,360
979,PROD_C,84.53,63
980,PROD_C,97.59,49
981,PROD_C,63.45,118
982,PROD_C,120.22,35
983,PROD_A,33.86,256
984,PROD_C,29.77,310
985,PROD_A,114.66,38
986,PROD_C,84.41,52
987,PROD_A,109.49,46
988,PROD_A,76.53,74
989,PROD_C,52.03,144
990,PROD_C,126.48,32
991,PROD_C,123.92,44
992,PROD_C,110.31,38
993,PROD_B,55.38,157
994,PROD_C,96.73,40
995,PROD_C,66.93,97
996,PROD_C,31.91,298
